ID Consumidor	G�nero	Estado civil	Pets	Bairro
3336	F	Solteiro(a)	2	Itaquera
3338	M	Solteiro(a)	4	Cidade tiradentes
3342	F	Casado(a)	2	Cidade tiradentes
3345	M	Solteiro(a)	3	Cidade tiradentes
3349	M	Casado(a)	1	Cidade tiradentes
3350	F	Solteiro(a)	4	Guaianases
3352	F	Casado(a)	1	Cidade tiradentes
3357	M	Casado(a)	1	Guaianases
3359	M	Solteiro(a)	3	Guaianases
3360	M	Casado(a)	1	Itaquera
3361	M	Casado(a)	1	Guaianases
3363	F	Solteiro(a)	3	S�o Miguel Paulista
3365	F	Solteiro(a)	5	S�o Miguel Paulista
3366	M	Solteiro(a)	1	S�o Miguel Paulista
3370	F	Solteiro(a)	3	Cidade tiradentes
3371	F	Solteiro(a)	1	Cidade tiradentes
3372	M	Casado(a)	1	S�o Miguel Paulista
3373	F	Casado(a)	5	Itaquera
3377	F	Casado(a)	4	S�o Miguel Paulista
3386	F	Casado(a)	4	Guaianases
3387	F	Casado(a)	1	Guaianases
3388	F	Casado(a)	4	Itaquera
3390	F	Casado(a)	2	Guaianases
3395	F	Casado(a)	4	Guaianases
3396	M	Casado(a)	2	S�o Miguel Paulista
3397	F	Solteiro(a)	2	Itaquera
3399	F	Solteiro(a)	1	Vila Prudente
3401	M	Casado(a)	1	Guaianases
3404	F	Solteiro(a)	2	Guaianases
3406	F	Casado(a)	2	S�o Miguel Paulista
3408	F	Solteiro(a)	2	Cidade tiradentes
3409	M	Casado(a)	3	Vila Prudente
3410	F	Solteiro(a)	1	Guaianases
3411	M	Solteiro(a)	4	Cidade tiradentes
3412	M	Solteiro(a)	5	Guaianases
3413	F	Casado(a)	4	Itaquera
3414	M	Solteiro(a)	1	Cidade tiradentes
3415	M	Solteiro(a)	5	Itaquera
3416	F	Casado(a)	3	Cidade tiradentes
3417	M	Solteiro(a)	5	Vila Prudente
3418	M	Casado(a)	3	Guaianases
3419	F	Solteiro(a)	3	S�o Miguel Paulista
3422	M	Solteiro(a)	1	S�o Miguel Paulista
3423	F	Casado(a)	2	Itaquera
3424	M	Casado(a)	1	S�o Miguel Paulista
3425	M	Solteiro(a)	4	Guaianases
3426	F	Casado(a)	1	Guaianases
3434	F	Solteiro(a)	5	Guaianases
3435	M	Solteiro(a)	3	Guaianases
3436	F	Casado(a)	2	Guaianases
3437	F	Solteiro(a)	3	Cidade tiradentes
3438	M	Casado(a)	3	Guaianases
3439	F	Solteiro(a)	2	Vila Prudente
3440	F	Casado(a)	4	Guaianases
3441	F	Solteiro(a)	2	Guaianases
3442	M	Casado(a)	2	Guaianases
3446	F	Solteiro(a)	4	Vila Prudente
3448	M	Casado(a)	2	Guaianases
3449	F	Casado(a)	2	Cidade tiradentes
3450	M	Casado(a)	1	S�o Miguel Paulista
3452	M	Casado(a)	3	Guaianases
3454	F	Casado(a)	1	S�o Miguel Paulista
3455	F	Solteiro(a)	4	Itaquera
3457	M	Casado(a)	1	Guaianases
3458	F	Solteiro(a)	5	Guaianases
3462	M	Solteiro(a)	4	Cidade tiradentes
3463	M	Solteiro(a)	1	Itaquera
3466	M	Casado(a)	1	Itaquera
3468	F	Solteiro(a)	1	S�o Miguel Paulista
3469	M	Casado(a)	4	Guaianases
3470	M	Casado(a)	2	Itaquera
3471	F	Casado(a)	4	Guaianases
3473	M	Solteiro(a)	3	Itaquera
3476	F	Solteiro(a)	4	Guaianases
3478	M	Solteiro(a)	4	Itaquera
3480	F	Solteiro(a)	2	Itaquera
3485	F	Solteiro(a)	3	Itaquera
3486	M	Solteiro(a)	2	Itaquera
3487	M	Casado(a)	3	S�o Miguel Paulista
3489	M	Solteiro(a)	4	S�o Miguel Paulista
3490	F	Casado(a)	1	Itaquera
3491	F	Casado(a)	3	Guaianases
3495	F	Casado(a)	4	Guaianases
3497	M	Solteiro(a)	2	Itaquera
3499	F	Casado(a)	1	Itaquera
3500	M	Solteiro(a)	1	Itaquera
3501	F	Casado(a)	4	Cidade tiradentes
3503	F	Casado(a)	2	Cidade tiradentes
3504	F	Casado(a)	4	Vila Prudente
3508	M	Casado(a)	1	Cidade tiradentes
3512	M	Casado(a)	1	Guaianases
3513	F	Casado(a)	1	Itaquera
3516	F	Casado(a)	1	Cidade tiradentes
3517	M	Solteiro(a)	3	Vila Prudente
3518	M	Solteiro(a)	3	S�o Miguel Paulista
3524	M	Solteiro(a)	1	Itaquera
3525	M	Solteiro(a)	1	Cidade tiradentes
3526	M	Casado(a)	1	Cidade tiradentes
3527	M	Solteiro(a)	5	Guaianases
3528	F	Casado(a)	4	Itaquera
3529	M	Solteiro(a)	2	Itaquera
3532	F	Casado(a)	4	Cidade tiradentes
3533	F	Casado(a)	1	Guaianases
3537	F	Solteiro(a)	2	Cidade tiradentes
3538	F	Solteiro(a)	1	Guaianases
3539	M	Solteiro(a)	2	Itaquera
3541	M	Casado(a)	2	Itaquera
3542	M	Casado(a)	1	Cidade tiradentes
3543	M	Solteiro(a)	4	Guaianases
3548	F	Casado(a)	1	Itaquera
3549	F	Casado(a)	2	Vila Prudente
3551	F	Casado(a)	2	Itaquera
3552	F	Solteiro(a)	4	Itaquera
3553	M	Solteiro(a)	3	Cidade tiradentes
3558	F	Solteiro(a)	1	Guaianases
3559	M	Casado(a)	3	Vila Prudente
3560	M	Solteiro(a)	5	S�o Miguel Paulista
3561	M	Solteiro(a)	1	Guaianases
3563	F	Casado(a)	1	Vila Prudente
3564	F	Solteiro(a)	4	Vila Prudente
3567	M	Casado(a)	1	Guaianases
3571	F	Solteiro(a)	3	Cidade tiradentes
3577	F	Casado(a)	4	Guaianases
3580	M	Solteiro(a)	1	Cidade tiradentes
3583	F	Solteiro(a)	2	S�o Miguel Paulista
3584	M	Solteiro(a)	2	S�o Miguel Paulista
3585	F	Casado(a)	4	Cidade tiradentes
3586	F	Solteiro(a)	3	Guaianases
3587	M	Casado(a)	3	Cidade tiradentes
3588	F	Solteiro(a)	1	Guaianases
3589	M	Casado(a)	5	Itaquera
3592	M	Casado(a)	3	Cidade tiradentes
3593	F	Casado(a)	2	Guaianases
3594	F	Casado(a)	1	Guaianases
3596	M	Casado(a)	3	Guaianases
3598	M	Solteiro(a)	1	Cidade tiradentes
3599	M	Casado(a)	2	Itaquera
3600	F	Solteiro(a)	1	Cidade tiradentes
3601	F	Casado(a)	2	S�o Miguel Paulista
3602	F	Solteiro(a)	4	S�o Miguel Paulista
3604	M	Solteiro(a)	4	Itaquera
3605	F	Solteiro(a)	3	Vila Prudente
3608	F	Casado(a)	1	S�o Miguel Paulista
3610	M	Casado(a)	1	Cidade tiradentes
3611	F	Casado(a)	1	Guaianases
3612	M	Solteiro(a)	1	Guaianases
3613	F	Solteiro(a)	1	S�o Miguel Paulista
3615	F	Solteiro(a)	1	Itaquera
3616	M	Casado(a)	4	Cidade tiradentes
3620	M	Casado(a)	1	Itaquera
3625	F	Solteiro(a)	1	Cidade tiradentes
3626	F	Solteiro(a)	2	Guaianases
3627	F	Casado(a)	1	Guaianases
3630	F	Solteiro(a)	1	Itaquera
3633	F	Solteiro(a)	3	Itaquera
3634	M	Solteiro(a)	5	Itaquera
3636	F	Solteiro(a)	4	Vila Prudente
3639	F	Casado(a)	2	Guaianases
3640	M	Solteiro(a)	2	Guaianases
3642	M	Casado(a)	2	Guaianases
3643	F	Solteiro(a)	2	Vila Prudente
3644	F	Solteiro(a)	4	Cidade tiradentes
3645	M	Solteiro(a)	3	Vila Prudente
3648	F	Solteiro(a)	2	S�o Miguel Paulista
3650	M	Casado(a)	2	Itaquera
3652	M	Solteiro(a)	3	Itaquera
3654	F	Casado(a)	3	Guaianases
3655	F	Casado(a)	3	Itaquera
3656	M	Solteiro(a)	3	Guaianases
3658	F	Casado(a)	5	Vila Prudente
3661	M	Casado(a)	1	Cidade tiradentes
3663	M	Solteiro(a)	2	Itaquera
3664	F	Casado(a)	5	Vila Prudente
3665	F	Casado(a)	1	Vila Prudente
3667	F	Solteiro(a)	2	Itaquera
3673	M	Casado(a)	1	Vila Prudente
3676	M	Casado(a)	4	Guaianases
3679	F	Solteiro(a)	1	Guaianases
3680	F	Solteiro(a)	3	Itaquera
3681	F	Casado(a)	2	Itaquera
3682	M	Casado(a)	4	Itaquera
3683	M	Casado(a)	1	Itaquera
3688	F	Casado(a)	3	Guaianases
3689	F	Casado(a)	4	S�o Miguel Paulista
3691	M	Casado(a)	3	Itaquera
3692	M	Solteiro(a)	1	Guaianases
3693	M	Solteiro(a)	1	Guaianases
3695	M	Casado(a)	5	Itaquera
3700	F	Casado(a)	4	Itaquera
3701	F	Solteiro(a)	1	Cidade tiradentes
3702	F	Casado(a)	1	Cidade tiradentes
3703	M	Solteiro(a)	2	Vila Prudente
3706	M	Solteiro(a)	2	Itaquera
3709	M	Solteiro(a)	1	Itaquera
3711	M	Solteiro(a)	2	Guaianases
3713	F	Solteiro(a)	4	S�o Miguel Paulista
3714	F	Casado(a)	3	S�o Miguel Paulista
3716	F	Casado(a)	4	Itaquera
3718	F	Casado(a)	2	Guaianases
3719	F	Solteiro(a)	3	S�o Miguel Paulista
3721	M	Solteiro(a)	1	Vila Prudente
3724	F	Casado(a)	1	S�o Miguel Paulista
3725	M	Casado(a)	4	S�o Miguel Paulista
3727	F	Casado(a)	4	Vila Prudente
3728	M	Casado(a)	4	Itaquera
3729	F	Casado(a)	4	Cidade tiradentes
3730	M	Casado(a)	3	Cidade tiradentes
3731	F	Solteiro(a)	5	Itaquera
3735	M	Solteiro(a)	2	Guaianases
3738	M	Casado(a)	4	Cidade tiradentes
3739	F	Solteiro(a)	4	Vila Prudente
3742	M	Casado(a)	2	Guaianases
3744	F	Solteiro(a)	1	Cidade tiradentes
3746	F	Solteiro(a)	3	Guaianases
3747	F	Solteiro(a)	4	S�o Miguel Paulista
3748	F	Casado(a)	4	Itaquera
3749	F	Casado(a)	1	Itaquera
3750	M	Solteiro(a)	2	Cidade tiradentes
3751	F	Casado(a)	1	Itaquera
3753	F	Casado(a)	4	Cidade tiradentes
3755	M	Solteiro(a)	3	Guaianases
3756	F	Casado(a)	3	Guaianases
3757	M	Solteiro(a)	2	Vila Prudente
3758	M	Solteiro(a)	3	Guaianases
3759	F	Solteiro(a)	2	Itaquera
3760	F	Solteiro(a)	4	Cidade tiradentes
3761	F	Solteiro(a)	4	S�o Miguel Paulista
3762	F	Casado(a)	4	S�o Miguel Paulista
3763	F	Solteiro(a)	4	Guaianases
3768	M	Casado(a)	2	Itaquera
3771	M	Solteiro(a)	5	Cidade tiradentes
3773	F	Solteiro(a)	1	Itaquera
3776	F	Solteiro(a)	4	Itaquera
3777	M	Solteiro(a)	1	Cidade tiradentes
3780	M	Casado(a)	3	Guaianases
3782	F	Solteiro(a)	2	Guaianases
3784	F	Casado(a)	1	Cidade tiradentes
3787	F	Solteiro(a)	5	Guaianases
3790	M	Casado(a)	1	Cidade tiradentes
3794	F	Casado(a)	1	Guaianases
3795	M	Casado(a)	2	S�o Miguel Paulista
3796	M	Solteiro(a)	3	Guaianases
3797	M	Casado(a)	5	Guaianases
3799	F	Solteiro(a)	2	Itaquera
3801	F	Solteiro(a)	2	Guaianases
3802	F	Solteiro(a)	4	Itaquera
3804	M	Solteiro(a)	4	Guaianases
3805	M	Solteiro(a)	5	S�o Miguel Paulista
3807	F	Solteiro(a)	2	Cidade tiradentes
3808	F	Casado(a)	4	Guaianases
3809	M	Solteiro(a)	3	Cidade tiradentes
3810	M	Casado(a)	1	Cidade tiradentes
3816	F	Solteiro(a)	2	Guaianases
3817	F	Casado(a)	4	Itaquera
3819	M	Solteiro(a)	3	S�o Miguel Paulista
3821	M	Solteiro(a)	1	Itaquera
3823	M	Solteiro(a)	2	S�o Miguel Paulista
3825	M	Solteiro(a)	5	Vila Prudente
3826	M	Casado(a)	2	Guaianases
3827	M	Solteiro(a)	2	Itaquera
3828	M	Casado(a)	5	Guaianases
3829	M	Casado(a)	4	Cidade tiradentes
3833	F	Solteiro(a)	1	S�o Miguel Paulista
3838	M	Casado(a)	5	Itaquera
3840	F	Casado(a)	1	Itaquera
3841	M	Solteiro(a)	2	Cidade tiradentes
3847	F	Casado(a)	1	Guaianases
3848	F	Casado(a)	1	Vila Prudente
3849	M	Casado(a)	4	Itaquera
3852	F	Casado(a)	1	Guaianases
3854	M	Solteiro(a)	1	Itaquera
3855	M	Solteiro(a)	2	Itaquera
3856	F	Casado(a)	1	S�o Miguel Paulista
3857	F	Casado(a)	2	Cidade tiradentes
3858	F	Solteiro(a)	1	Guaianases
3859	M	Solteiro(a)	4	Guaianases
3861	F	Casado(a)	4	Vila Prudente
3864	M	Solteiro(a)	3	Cidade tiradentes
3869	M	Casado(a)	3	Itaquera
3870	M	Solteiro(a)	1	S�o Miguel Paulista
3871	F	Casado(a)	1	Cidade tiradentes
3873	M	Casado(a)	4	Guaianases
3875	F	Casado(a)	1	Cidade tiradentes
3878	M	Casado(a)	2	Guaianases
3879	F	Solteiro(a)	5	Cidade tiradentes
3880	M	Casado(a)	1	Cidade tiradentes
3881	M	Solteiro(a)	1	Cidade tiradentes
3882	M	Solteiro(a)	3	Itaquera
3888	M	Casado(a)	1	Itaquera
3889	M	Casado(a)	4	Guaianases
3890	M	Casado(a)	5	Itaquera
3892	F	Solteiro(a)	4	Guaianases
3893	M	Casado(a)	5	Guaianases
3897	M	Casado(a)	4	Itaquera
3898	F	Solteiro(a)	5	Itaquera
3900	F	Solteiro(a)	4	Guaianases
3901	M	Casado(a)	3	Cidade tiradentes
3902	F	Solteiro(a)	3	Itaquera
3903	F	Solteiro(a)	1	Cidade tiradentes
3904	F	Solteiro(a)	2	Cidade tiradentes
3906	M	Solteiro(a)	2	Itaquera
3909	F	Solteiro(a)	4	S�o Miguel Paulista
3911	M	Solteiro(a)	3	Itaquera
3912	M	Solteiro(a)	3	Itaquera
3916	M	Solteiro(a)	4	S�o Miguel Paulista
3917	F	Casado(a)	1	Itaquera
3918	M	Casado(a)	5	Itaquera
3921	F	Solteiro(a)	1	S�o Miguel Paulista
3922	M	Casado(a)	3	Itaquera
3925	F	Casado(a)	1	Guaianases
3928	M	Solteiro(a)	1	S�o Miguel Paulista
3929	F	Casado(a)	2	Itaquera
3930	M	Casado(a)	1	Itaquera
3932	F	Solteiro(a)	2	Itaquera
3933	F	Casado(a)	3	Cidade tiradentes
3935	F	Casado(a)	1	Guaianases
3936	M	Solteiro(a)	4	Itaquera
3937	F	Solteiro(a)	2	Itaquera
3938	M	Solteiro(a)	4	Itaquera
3939	M	Solteiro(a)	1	Cidade tiradentes
3941	M	Solteiro(a)	1	Guaianases
3942	M	Solteiro(a)	3	Itaquera
3945	M	Solteiro(a)	1	Itaquera
3946	F	Casado(a)	3	Itaquera
3949	M	Casado(a)	5	S�o Miguel Paulista
3950	F	Solteiro(a)	5	Itaquera
3951	M	Casado(a)	4	Cidade tiradentes
3952	M	Casado(a)	1	Cidade tiradentes
3953	F	Casado(a)	4	Vila Prudente
3957	M	Solteiro(a)	4	S�o Miguel Paulista
3961	M	Solteiro(a)	3	Cidade tiradentes
3964	M	Casado(a)	3	Cidade tiradentes
3965	M	Casado(a)	1	Guaianases
3966	M	Casado(a)	2	Itaquera
3968	F	Solteiro(a)	1	Guaianases
3969	M	Solteiro(a)	3	Itaquera
3970	M	Solteiro(a)	2	Cidade tiradentes
3974	F	Solteiro(a)	2	Cidade tiradentes
3976	M	Casado(a)	2	Itaquera
3977	F	Solteiro(a)	2	Itaquera
3978	F	Casado(a)	4	S�o Miguel Paulista
3979	M	Solteiro(a)	1	Itaquera
3980	M	Casado(a)	2	Itaquera
3981	F	Solteiro(a)	4	Cidade tiradentes
3982	F	Solteiro(a)	3	Cidade tiradentes
3985	M	Casado(a)	3	Guaianases
3986	M	Casado(a)	2	Guaianases
3987	M	Casado(a)	4	Cidade tiradentes
3989	F	Casado(a)	4	Itaquera
3993	M	Solteiro(a)	1	Guaianases
3994	F	Casado(a)	1	Itaquera
3996	M	Casado(a)	2	Cidade tiradentes
4001	F	Casado(a)	1	S�o Miguel Paulista
4003	F	Casado(a)	4	S�o Miguel Paulista
4004	F	Casado(a)	3	Itaquera
4005	F	Solteiro(a)	1	Itaquera
4006	M	Casado(a)	2	Cidade tiradentes
4007	F	Casado(a)	4	Itaquera
4009	M	Casado(a)	3	Guaianases
4010	F	Solteiro(a)	3	Guaianases
4011	F	Solteiro(a)	2	Guaianases
4015	M	Solteiro(a)	3	Itaquera
4016	F	Casado(a)	5	Itaquera
4018	F	Solteiro(a)	4	Vila Prudente
4019	F	Solteiro(a)	4	Guaianases
4020	M	Solteiro(a)	2	S�o Miguel Paulista
4021	M	Casado(a)	3	Guaianases
4023	F	Solteiro(a)	4	Cidade tiradentes
4026	F	Casado(a)	5	Guaianases
4027	F	Casado(a)	2	Vila Prudente
4028	F	Casado(a)	1	Cidade tiradentes
4029	M	Casado(a)	3	Itaquera
4030	F	Casado(a)	1	Itaquera
4032	F	Solteiro(a)	3	Guaianases
4033	M	Solteiro(a)	5	Cidade tiradentes
4039	M	Solteiro(a)	1	Guaianases
4040	F	Casado(a)	1	S�o Miguel Paulista
4041	M	Solteiro(a)	3	Guaianases
4043	F	Solteiro(a)	4	Cidade tiradentes
4044	M	Solteiro(a)	2	Cidade tiradentes
4045	M	Solteiro(a)	5	Itaquera
4048	M	Solteiro(a)	4	Vila Prudente
4049	F	Solteiro(a)	4	Guaianases
4051	F	Casado(a)	5	Guaianases
4056	M	Casado(a)	3	Guaianases
4058	M	Casado(a)	3	Cidade tiradentes
4061	M	Solteiro(a)	4	Cidade tiradentes
4063	M	Casado(a)	4	Itaquera
4065	F	Solteiro(a)	1	Guaianases
4066	F	Casado(a)	3	Guaianases
4067	F	Casado(a)	3	Guaianases
4068	F	Solteiro(a)	4	Cidade tiradentes
4069	F	Solteiro(a)	1	Itaquera
4070	M	Casado(a)	2	S�o Miguel Paulista
4071	F	Casado(a)	5	S�o Miguel Paulista
4072	F	Solteiro(a)	2	Cidade tiradentes
4075	M	Casado(a)	2	Guaianases
4076	M	Casado(a)	1	Vila Prudente
4078	F	Solteiro(a)	2	Guaianases
4079	M	Solteiro(a)	1	Itaquera
4080	F	Casado(a)	4	Guaianases
4081	F	Solteiro(a)	1	Guaianases
4082	F	Solteiro(a)	3	Guaianases
4084	M	Casado(a)	1	Vila Prudente
4085	F	Casado(a)	3	Guaianases
4088	F	Casado(a)	4	Guaianases
4094	F	Solteiro(a)	2	Guaianases
4096	M	Solteiro(a)	2	Guaianases
4099	M	Casado(a)	3	Itaquera
4100	F	Solteiro(a)	1	Itaquera
4101	M	Solteiro(a)	4	S�o Miguel Paulista
4103	M	Casado(a)	3	Guaianases
4104	M	Casado(a)	3	Cidade tiradentes
4105	F	Casado(a)	2	Guaianases
4106	F	Casado(a)	1	Guaianases
4111	F	Casado(a)	5	Cidade tiradentes
4114	F	Casado(a)	1	Itaquera
4115	M	Solteiro(a)	4	Itaquera
4116	M	Casado(a)	5	Guaianases
4117	F	Casado(a)	4	Vila Prudente
4118	M	Solteiro(a)	1	Itaquera
4120	M	Solteiro(a)	3	Itaquera
4121	M	Solteiro(a)	1	Itaquera
4122	F	Solteiro(a)	3	Itaquera
4125	M	Casado(a)	3	Guaianases
4126	M	Casado(a)	1	S�o Miguel Paulista
4127	M	Casado(a)	3	Itaquera
4131	F	Casado(a)	3	Itaquera
4133	F	Solteiro(a)	1	Guaianases
4135	F	Solteiro(a)	1	Guaianases
4137	M	Solteiro(a)	2	Itaquera
4138	M	Casado(a)	4	Itaquera
4143	F	Solteiro(a)	2	Guaianases
4147	M	Solteiro(a)	2	Cidade tiradentes
4149	F	Casado(a)	2	Guaianases
4150	M	Casado(a)	3	S�o Miguel Paulista
4151	M	Solteiro(a)	4	Cidade tiradentes
4152	F	Solteiro(a)	4	S�o Miguel Paulista
4153	M	Casado(a)	4	Itaquera
4154	F	Solteiro(a)	4	Vila Prudente
4157	M	Solteiro(a)	3	Itaquera
4162	M	Solteiro(a)	2	Itaquera
4163	M	Solteiro(a)	1	Vila Prudente
4165	F	Solteiro(a)	4	Guaianases
4166	F	Solteiro(a)	3	Itaquera
4169	M	Casado(a)	1	Cidade tiradentes
4170	F	Solteiro(a)	5	Cidade tiradentes
4174	F	Solteiro(a)	4	S�o Miguel Paulista
4175	F	Casado(a)	5	Guaianases
4176	M	Casado(a)	3	Guaianases
4179	M	Casado(a)	1	Guaianases
4180	F	Solteiro(a)	3	Itaquera
4185	F	Casado(a)	2	Guaianases
4186	F	Solteiro(a)	1	Itaquera
4187	F	Casado(a)	5	S�o Miguel Paulista
4188	F	Solteiro(a)	1	Cidade tiradentes
4191	F	Casado(a)	1	Itaquera
4193	M	Solteiro(a)	3	Guaianases
4195	F	Solteiro(a)	1	Cidade tiradentes
4197	M	Casado(a)	3	Itaquera
4198	F	Casado(a)	5	S�o Miguel Paulista
4202	F	Casado(a)	4	S�o Miguel Paulista
4204	M	Casado(a)	5	Itaquera
4205	M	Casado(a)	1	Itaquera
4208	M	Solteiro(a)	1	S�o Miguel Paulista
4209	M	Solteiro(a)	4	Vila Prudente
4210	F	Solteiro(a)	5	Vila Prudente
4211	F	Solteiro(a)	5	Guaianases
4215	M	Casado(a)	3	Itaquera
4216	F	Casado(a)	5	Cidade tiradentes
4217	F	Casado(a)	5	Vila Prudente
4218	F	Casado(a)	4	Guaianases
4219	F	Solteiro(a)	2	Guaianases
4220	F	Casado(a)	5	Guaianases
4221	M	Solteiro(a)	1	Itaquera
4223	F	Solteiro(a)	4	Cidade tiradentes
4224	F	Casado(a)	4	Cidade tiradentes
4225	M	Solteiro(a)	1	Guaianases
4226	F	Casado(a)	5	Guaianases
4228	M	Casado(a)	4	Itaquera
4230	F	Casado(a)	2	Guaianases
4231	F	Solteiro(a)	3	Itaquera
4232	F	Solteiro(a)	2	Itaquera
4234	F	Solteiro(a)	4	Guaianases
4235	M	Solteiro(a)	1	S�o Miguel Paulista
4239	F	Solteiro(a)	4	Itaquera
4240	M	Casado(a)	3	Guaianases
4241	M	Solteiro(a)	2	Vila Prudente
4243	M	Solteiro(a)	3	Guaianases
4244	F	Solteiro(a)	4	Cidade tiradentes
4246	F	Solteiro(a)	4	Itaquera
4247	F	Casado(a)	3	Guaianases
4249	F	Casado(a)	3	Guaianases
4250	F	Casado(a)	1	S�o Miguel Paulista
4252	M	Solteiro(a)	1	Itaquera
4253	F	Solteiro(a)	2	Itaquera
4255	M	Casado(a)	1	Guaianases
4256	F	Casado(a)	2	Guaianases
4257	F	Solteiro(a)	2	Guaianases
4258	M	Casado(a)	4	Itaquera
4259	M	Solteiro(a)	1	Itaquera
4260	M	Solteiro(a)	5	S�o Miguel Paulista
4261	M	Solteiro(a)	2	Itaquera
4263	M	Casado(a)	4	Guaianases
4268	M	Casado(a)	1	Guaianases
4271	M	Casado(a)	1	Cidade tiradentes
4273	M	Casado(a)	5	Guaianases
4274	M	Casado(a)	1	Guaianases
4277	M	Solteiro(a)	1	S�o Miguel Paulista
4279	F	Casado(a)	1	Cidade tiradentes
4282	F	Casado(a)	3	Itaquera
4283	M	Solteiro(a)	5	Itaquera
4284	F	Casado(a)	4	S�o Miguel Paulista
4285	F	Solteiro(a)	1	Cidade tiradentes
4287	F	Solteiro(a)	4	Itaquera
4288	F	Casado(a)	4	Guaianases
4291	M	Casado(a)	4	Itaquera
4292	M	Casado(a)	1	Itaquera
4295	M	Solteiro(a)	5	Guaianases
4296	F	Casado(a)	4	Guaianases
4300	F	Casado(a)	4	Cidade tiradentes
4301	F	Casado(a)	1	Guaianases
4303	F	Solteiro(a)	1	Cidade tiradentes
4307	F	Solteiro(a)	1	Cidade tiradentes
4311	M	Casado(a)	5	Vila Prudente
4315	M	Solteiro(a)	2	Itaquera
4317	F	Casado(a)	2	Cidade tiradentes
4319	M	Solteiro(a)	3	S�o Miguel Paulista
4320	M	Casado(a)	5	Cidade tiradentes
4321	M	Casado(a)	5	Itaquera
4323	F	Solteiro(a)	2	Vila Prudente
4324	F	Casado(a)	3	Itaquera
4325	F	Solteiro(a)	1	Guaianases
4327	F	Solteiro(a)	1	Itaquera
4330	M	Casado(a)	4	Itaquera
4334	M	Solteiro(a)	2	Guaianases
4337	M	Solteiro(a)	5	Cidade tiradentes
4340	F	Solteiro(a)	2	Itaquera
4342	M	Casado(a)	4	Itaquera
4343	F	Casado(a)	1	Cidade tiradentes
4344	M	Solteiro(a)	1	Itaquera
4346	M	Solteiro(a)	1	Cidade tiradentes
4349	M	Solteiro(a)	3	Itaquera
4350	F	Casado(a)	2	S�o Miguel Paulista
4351	M	Solteiro(a)	5	S�o Miguel Paulista
4352	F	Casado(a)	1	Itaquera
4355	F	Casado(a)	1	S�o Miguel Paulista
4357	F	Solteiro(a)	2	Itaquera
4359	M	Solteiro(a)	4	Vila Prudente
4360	M	Casado(a)	4	Cidade tiradentes
4361	F	Casado(a)	2	Cidade tiradentes
4362	F	Casado(a)	1	S�o Miguel Paulista
4364	M	Solteiro(a)	4	Itaquera
4367	F	Casado(a)	1	Itaquera
4368	M	Solteiro(a)	3	Itaquera
4370	M	Solteiro(a)	2	Guaianases
4372	F	Solteiro(a)	1	Itaquera
4373	M	Solteiro(a)	1	Guaianases
4374	F	Solteiro(a)	3	S�o Miguel Paulista
4375	M	Solteiro(a)	1	Itaquera
4376	M	Casado(a)	4	Guaianases
4377	F	Casado(a)	1	Cidade tiradentes
4379	M	Solteiro(a)	2	Cidade tiradentes
4384	F	Solteiro(a)	3	Cidade tiradentes
4385	F	Casado(a)	3	Itaquera
4386	M	Solteiro(a)	5	Guaianases
4391	F	Casado(a)	3	Guaianases
4392	M	Casado(a)	1	Itaquera
4394	F	Casado(a)	2	Vila Prudente
4396	F	Casado(a)	3	Itaquera
4397	M	Solteiro(a)	2	Guaianases
4399	F	Solteiro(a)	2	Cidade tiradentes
4401	M	Solteiro(a)	1	Guaianases
4402	F	Solteiro(a)	1	Guaianases
4404	M	Solteiro(a)	1	Guaianases
4405	F	Solteiro(a)	1	Itaquera
4407	M	Solteiro(a)	3	Cidade tiradentes
4408	F	Solteiro(a)	3	Cidade tiradentes
4409	M	Solteiro(a)	3	Cidade tiradentes
4410	F	Casado(a)	4	Itaquera
4411	M	Solteiro(a)	1	Vila Prudente
4412	M	Solteiro(a)	3	Vila Prudente
4413	M	Casado(a)	3	Itaquera
4417	M	Casado(a)	2	Guaianases
4419	M	Solteiro(a)	1	Guaianases
4420	M	Casado(a)	3	Guaianases
4422	F	Casado(a)	3	Itaquera
4423	M	Solteiro(a)	3	Itaquera
4425	M	Casado(a)	1	Itaquera
4426	F	Casado(a)	5	Cidade tiradentes
4429	M	Solteiro(a)	4	S�o Miguel Paulista
4431	F	Solteiro(a)	4	Itaquera
4434	F	Casado(a)	1	Itaquera
4436	F	Casado(a)	1	Guaianases
4437	M	Solteiro(a)	2	S�o Miguel Paulista
4438	F	Solteiro(a)	3	Cidade tiradentes
4440	F	Solteiro(a)	1	Itaquera
4443	F	Solteiro(a)	1	Guaianases
4444	F	Casado(a)	1	Guaianases
4445	F	Solteiro(a)	2	Itaquera
4447	M	Solteiro(a)	4	Cidade tiradentes
4451	M	Casado(a)	4	Itaquera
4453	F	Solteiro(a)	1	Guaianases
4454	M	Solteiro(a)	2	Itaquera
4455	F	Solteiro(a)	4	Cidade tiradentes
4457	M	Solteiro(a)	2	Vila Prudente
4459	F	Casado(a)	1	Itaquera
4460	M	Solteiro(a)	1	Guaianases
4461	M	Casado(a)	1	Guaianases
4462	F	Casado(a)	1	Vila Prudente
4463	M	Solteiro(a)	5	Guaianases
4465	M	Solteiro(a)	5	Itaquera
4466	M	Casado(a)	1	Itaquera
4467	M	Solteiro(a)	1	Guaianases
4470	F	Solteiro(a)	2	Cidade tiradentes
